    n_win  win_start  win_end      seg_sites_branch            tajimas_d_site          tajimas_d_branch                diversity     Gen
1       1     5000.0   9999.0          [14186.0792]       [1.630382906528417]      [1.4794387274014746]   [0.035978552763819296]  4895.0
2       2    10000.0  14999.0           [14065.032]      [1.5385137012471897]      [1.3519073175357592]    [0.03449243216080407]  4895.0
3       3    15000.0  19999.0  [13926.114400000002]       [1.155398496829662]      [1.1413139855926788]    [0.03194311557788936]  4895.0
4       4    20000.0  24999.0  [13492.000000000004]      [1.2354966401016114]      [1.3009169193723844]   [0.030128743718592955]  4895.0
5       5    25000.0  29999.0             [13492.0]      [1.4480535554605565]       [1.300916919372379]    [0.03492039195979891]  4895.0
6       6    30000.0  34999.0             [13492.0]      [1.2026594138005853]      [1.3009169193723726]   [0.029345798994974866]  4895.0
7       7    35000.0  39999.0  [13492.000000000004]       [1.422441335923224]      [1.3009169193723644]    [0.03276762814070349]  4895.0
8       8    40000.0  44999.0  [13492.000000000004]      [1.3170638158499772]      [1.3009169193723629]    [0.03408317587939694]  4895.0
9       9    45000.0  49999.0  [13492.000000000004]      [1.4190162738231842]       [1.300916919372365]    [0.03450698492462306]  4895.0
10     10    50000.0  54999.0  [13492.000000000004]      [1.1583924305843796]      [1.3009169193723698]   [0.029375276381909537]  4895.0
11     11    55000.0  59999.0  [13487.026600000003]      [1.0728661944534121]      [1.2878922212816426]   [0.029027216080401975]  4895.0
12     12    60000.0  64999.0  [13411.000000000002]      [0.9516505995943441]       [1.087585734511494]   [0.028558753768844144]  4895.0
13     13    65000.0  69999.0  [13411.000000000002]        [1.34836070003121]      [1.0875857345114877]    [0.03340189949748733]  4895.0
14     14    70000.0  74999.0  [13411.000000000002]      [0.9588999054807421]      [1.0875857345114825]   [0.030948180904522508]  4895.0
15     15    75000.0  79999.0  [13411.000000000002]      [1.0514772178184397]      [1.0875857345114825]    [0.02937866331658285]  4895.0
16     16    80000.0  84999.0  [13411.000000000002]       [1.024345126334851]      [1.0875857345114655]   [0.031164462311557686]  4895.0
17     17    85000.0  89999.0  [15342.254800000002]      [1.7592820323360632]      [1.5334286514601745]   [0.041929758793969554]  4895.0
18     18    90000.0  94999.0  [15919.374400000002]      [1.4580013555066895]      [1.5937330665389522]    [0.03647683417085411]  4895.0
19     19    95000.0  99999.0  [11676.249600000001]      [0.5703933370844195]     [0.46684890384872896]    [0.02241931658291464]  4895.0
0       0        0.0   4999.0             [13918.0]         [1.6589647458137]      [1.3395182860530412]    [0.03814829145728649]  4900.0
1       1     5000.0   9999.0          [14138.0792]       [1.507374125023499]      [1.4592770430492799]    [0.03566414070351759]  4900.0
2       2    10000.0  14999.0           [14017.032]      [1.6887490565026955]      [1.4933493388175396]   [0.035427256281407186]  4900.0
3       3    15000.0  19999.0          [13878.1144]      [1.4820374046516485]      [1.3626564326818862]    [0.03333779899497494]  4900.0
4       4    20000.0  24999.0  [13444.000000000004]      [1.2048696376558847]       [1.197885419977018]   [0.029547427135678435]  4900.0
5       5    25000.0  29999.0  [13444.000000000004]      [1.3772291021310015]      [1.1978854199770295]    [0.03385596984924624]  4900.0
6       6    30000.0  34999.0  [13444.000000000004]      [1.0836357487201473]      [1.1978854199770648]   [0.028691035175879478]  4900.0
7       7    35000.0  39999.0  [13444.000000000004]      [1.3911767197286393]      [1.1978854199770805]    [0.03186492462311559]  4900.0
8       8    40000.0  44999.0  [13444.000000000004]      [1.2205779728330357]       [1.197885419977081]   [0.033216864321608086]  4900.0
9       9    45000.0  49999.0  [13444.000000000004]      [1.2991179209804427]      [1.1978854199770843]   [0.033470954773869355]  4900.0
10     10    50000.0  54999.0  [13444.000000000004]       [1.059379425694898]      [1.1978854199770963]   [0.028755055276381943]  4900.0
11     11    55000.0  59999.0  [13439.026600000003]       [1.136178616930679]      [1.1735970720544393]    [0.02825974874371859]  4900.0
12     12    60000.0  64999.0  [13363.000000000002]      [0.7184885454204063]      [0.8000591579112442]   [0.026668562814070363]  4900.0
13     13    65000.0  69999.0  [13363.652000000002]      [1.0604834642434853]      [0.7997354224534823]    [0.03115886432160794]  4900.0
14     14    70000.0  74999.0  [13365.000000000002]       [0.673029366666474]      [0.7990662045196457]   [0.028499306532663256]  4900.0
15     15    75000.0  79999.0  [13365.000000000002]      [0.8820741894545037]      [0.7990662045196473]    [0.02773494472361807]  4900.0
16     16    80000.0  84999.0  [13365.000000000002]      [0.8253826580502361]      [0.7990662045196679]    [0.02927428140703509]  4900.0
17     17    85000.0  89999.0  [15296.254800000002]      [1.3747278683380053]      [1.1693377601481088]   [0.038447095477386735]  4900.0
18     18    90000.0  94999.0  [15873.374400000002]      [1.0563362447453088]      [1.2125823288905015]    [0.03365821105527624]  4900.0
19     19    95000.0  99999.0  [11630.249600000001]      [0.3839157685082441]      [0.2762838407081714]   [0.021275175879397007]  4900.0
0       0        0.0   4999.0           [14033.438]       [1.325118134332131]       [1.201997794876226]      [0.036879728643216]  4995.0
1       1     5000.0   9999.0  [14287.112600000002]      [1.1629045335826893]      [1.1706554403619138]    [0.03310900502512555]  4995.0
2       2    10000.0  14999.0           [14289.248]       [0.979873236801933]      [1.0913882221265772]    [0.03256778894472378]  4995.0
3       3    15000.0  19999.0          [14220.1144]      [1.0711035543397083]      [0.9856133649841459]    [0.03155355778894481]  4995.0
4       4    20000.0  24999.0             [13786.0]       [1.009217739604892]      [0.7952873026502919]    [0.02730053266331654]  4995.0
5       5    25000.0  29999.0          [13776.7014]      [1.0872177769423943]      [0.7988814952157525]    [0.03162670351758782]  4995.0
6       6    30000.0  34999.0          [13718.6832]      [0.7128865074123677]      [0.8188749887200893]   [0.026214994974874357]  4995.0
7       7    35000.0  39999.0  [13711.000000000004]      [0.7785495698609819]      [0.8214677242889947]   [0.029822090452261182]  4995.0
8       8    40000.0  44999.0  [13574.524000000003]      [0.9829340369353371]      [0.8620256510631769]   [0.030948804020100397]  4995.0
9       9    45000.0  49999.0  [13544.000000000004]      [1.0343570813701963]      [0.8711694767519506]    [0.03159758793969835]  4995.0
10     10    50000.0  54999.0  [13544.000000000004]      [0.6601142981837356]      [0.8711694767519397]    [0.02643657286432156]  4995.0
11     11    55000.0  59999.0  [13544.122800000003]      [0.6217766424984257]      [0.8606682153887165]   [0.026499668341708502]  4995.0
12     12    60000.0  64999.0  [13546.000000000004]      [0.6378294500704251]      [0.7001628627104585]   [0.026162160804020056]  4995.0
13     13    65000.0  69999.0  [13546.000000000004]      [0.8098601619794207]      [0.7001628627104548]    [0.03065198994974878]  4995.0
14     14    70000.0  74999.0  [13546.000000000004]      [0.5658212184172042]      [0.7001628627104517]   [0.028313497487437167]  4995.0
15     15    75000.0  79999.0  [13546.000000000004]     [0.48662464091040447]      [0.7001628627104511]   [0.027407005025125608]  4995.0
16     16    80000.0  84999.0  [13545.767000000003]      [0.7945123919420966]      [0.7002304675448152]   [0.028456753768844215]  4995.0
17     17    85000.0  89999.0  [15472.254800000012]      [1.2773771736705566]      [1.1275188013786803]    [0.03948438190954788]  4995.0
18     18    90000.0  94999.0  [16053.483200000015]      [0.9296722772735688]      [1.1914284759176486]    [0.03480838190954788]  4995.0
19     19    95000.0  99999.0  [11825.249600000012]     [0.16392342926132902]     [0.09865440395050738]   [0.020437788944723603]  4995.0
0       0        0.0   4999.0             [14255.0]      [1.2444676357687843]      [1.1154904516387922]    [0.03641342713567854]  5000.0
1       1     5000.0   9999.0  [14509.112600000002]      [1.2652173981739527]      [1.2861725009482452]    [0.03421433165829145]  5000.0
2       2    10000.0  14999.0  [14511.248000000003]      [1.2656336263613666]      [1.2783903192445998]    [0.03454912562814072]  5000.0
3       3    15000.0  19999.0  [14441.078400000002]       [1.182010535567646]       [1.123826051165964]    [0.03297453266331678]  5000.0
4       4    20000.0  24999.0             [14003.0]      [0.9298074016420568]      [0.6355879135256901]   [0.026348512562814144]  5000.0
5       5    25000.0  29999.0          [13993.7014]       [0.767243738234417]      [0.6385546739012367]   [0.030790874371859383]  5000.0
6       6    30000.0  34999.0          [13935.6832]      [0.5723679853167091]      [0.6554075956170823]    [0.02575747738693476]  5000.0
7       7    35000.0  39999.0             [13928.0]      [0.6610563009054442]      [0.6576034219524451]   [0.029067708542713632]  5000.0
8       8    40000.0  44999.0          [13775.8148]      [0.8701052841730827]      [0.6935831685861964]   [0.030160120603015178]  5000.0
9       9    45000.0  49999.0             [13742.0]      [0.8679772791019009]        [0.70168589766176]    [0.03083542713567852]  5000.0
10     10    50000.0  54999.0             [13742.0]      [0.5245900930413478]       [0.701685897661758]    [0.02566980904522623]  5000.0
11     11    55000.0  59999.0          [13742.8596]       [0.515857284445072]      [0.6960231596399004]     [0.0260836281407036]  5000.0
12     12    60000.0  64999.0  [13756.000000000004]      [0.5413353604578549]      [0.6095469937604474]   [0.025784814070351745]  5000.0
13     13    65000.0  69999.0  [13756.000000000004]      [0.6201242720301307]      [0.6095469937604433]   [0.030140472361808973]  5000.0
14     14    70000.0  74999.0  [13756.000000000004]      [0.5015229594866933]      [0.6095469937604382]    [0.02798930653266326]  5000.0
15     15    75000.0  79999.0  [13756.000000000004]      [0.4789386017163441]      [0.6095469937604382]    [0.02742828140703517]  5000.0
16     16    80000.0  84999.0  [13755.767000000003]      [0.6797385854251403]       [0.609611934578409]   [0.028053999999999957]  5000.0
17     17    85000.0  89999.0  [15761.910400000015]      [1.2249175675596025]      [1.0643119532412424]    [0.03963389949748759]  5000.0
18     18    90000.0  94999.0  [16357.483200000015]      [0.8939929287078298]      [1.1701193293969616]   [0.035204291457286485]  5000.0
19     19    95000.0  99999.0  [12129.249600000012]     [0.20827437046248584]      [0.1396332257178186]   [0.021213889447236296]  5000.0
0       0        0.0   4999.0             [13505.0]      [0.7468932993735535]      [0.6609760962688637]   [0.030549718592964854]  5095.0
1       1     5000.0   9999.0             [13769.0]       [1.427405914273452]       [1.312279738644582]    [0.03201749748743719]  5095.0
2       2    10000.0  14999.0             [13769.0]      [1.3478211184013897]       [1.312279738644573]    [0.03320499497487434]  5095.0
3       3    15000.0  19999.0           [13666.431]      [1.2197366755439552]      [1.2798689197069923]   [0.031991407035175785]  5095.0
4       4    20000.0  24999.0  [13216.937600000001]      [1.3165354910905664]      [1.2535916494678434]   [0.029479899497487493]  5095.0
5       5    25000.0  29999.0  [13202.000000000002]      [1.4844095989060788]      [1.2782750004408636]    [0.03395075376884421]  5095.0
6       6    30000.0  34999.0  [13202.000000000002]      [1.0535883094708458]      [1.2782750004408636]   [0.028896643216080497]  5095.0
7       7    35000.0  39999.0  [13202.000000000002]      [1.2352772539197587]      [1.2782750004408705]   [0.032009427135678406]  5095.0
8       8    40000.0  44999.0  [13202.000000000002]      [1.3811189471635048]      [1.2782750004408712]   [0.033593115577889396]  5095.0
9       9    45000.0  49999.0  [13202.000000000002]      [1.4694581945368137]      [1.2782750004408727]   [0.034040793969849215]  5095.0
10     10    50000.0  54999.0  [13202.000000000002]       [1.248015752587265]      [1.2782750004408792]    [0.02804287437185935]  5095.0
11     11    55000.0  59999.0  [13202.000000000002]      [1.1796656137217605]      [1.2782750004408867]   [0.028867678391959868]  5095.0
12     12    60000.0  64999.0  [13168.004200000001]      [0.9974498483181831]      [1.3003739999658506]   [0.028961919597989983]  5095.0
13     13    65000.0  69999.0  [13143.000000000002]       [1.440646121707734]      [1.3167009675833665]     [0.0334376683417085]  5095.0
14     14    70000.0  74999.0  [13143.000000000002]      [1.1218856538055728]      [1.3167009675833676]    [0.03174400000000002]  5095.0
15     15    75000.0  79999.0          [13143.7638]      [1.3555575627922094]      [1.3155129267492782]   [0.030941939698492602]  5095.0
16     16    80000.0  84999.0  [13146.000000000002]      [1.2312445322883743]       [1.312035457990093]    [0.03230949748743728]  5095.0
17     17    85000.0  89999.0  [15077.254800000002]      [2.1300990372120094]      [1.9507895847010128]   [0.046183497487437296]  5095.0
18     18    90000.0  94999.0  [15660.000000000004]      [1.9068147067741608]      [2.1125881710647003]    [0.04014198994974886]  5095.0
19     19    95000.0  99999.0          [15625.8032]   [0.0020614272729493235]   [-0.011798346619127991]   [0.025999829145728806]  5095.0
0       0        0.0   4999.0             [13504.0]      [0.9194119209838453]       [0.734244560741998]   [0.031180130653266427]  5100.0
1       1     5000.0   9999.0             [13768.0]      [1.5792480366262984]      [1.3279160270745924]   [0.032254341708542834]  5100.0
2       2    10000.0  14999.0          [13776.5396]       [1.440262273943631]      [1.3237948782931974]    [0.03328727638190972]  5100.0
