       time  n_win  win_start   win_end  n_s_mut  n_n_mut  tajimas_d_site  tajimas_d_branch  diversity
324  1600.0      4   200000.0  249999.0        1  1108591        2.572390          2.575389   2.769533
325  1600.0      5   250000.0  299999.0        2  1096043        2.899450          2.898222   2.699654
326  1600.0      6   300000.0  349999.0        2  1121349        2.298646          2.289699   2.683485
327  1600.0      7   350000.0  399999.0        1  1106301        2.748628          2.744908   3.016731
328  1600.0      8   400000.0  449999.0        2  1113896        3.567618          3.569545   3.033406
329  1600.0      9   450000.0  499999.0        1  1104479        2.632305          2.630063   2.704789
330  1600.0     10   500000.0  549999.0        0  1111883        2.438087          2.429378   2.625813
331  1600.0     11   550000.0  599999.0        3  1115884        1.940366          1.939334   2.314194
332  1600.0     12   600000.0  649999.0        1  1103926        3.260944          3.267596   2.939042
333  1600.0     13   650000.0  699999.0        1  1071499        3.850481          3.851594   2.285202
334  1600.0     14   700000.0  749999.0        0  1102408        2.231527          2.223046   2.642316
335  1600.0     15   750000.0  799999.0        0  1099269        1.968954          1.974966   2.679737
336  1600.0     16   800000.0  849999.0        0  1099265        3.177012          3.170104   2.622304
337  1600.0     17   850000.0  899999.0        1  1115458        3.528626          3.531155   2.725158
338  1600.0     18   900000.0  949999.0        2  1151205        2.758406          2.756380   2.623391
339  1600.0     19   950000.0  999999.0        1  1125891        3.347558          3.346484   2.703717
340  1700.0      0        0.0   49999.0        1  1147564        2.507578          2.510352   2.935680
341  1700.0      1    50000.0   99999.0        0  1159587        2.925126          2.930517   3.240799
342  1700.0      2   100000.0  149999.0        0  1129385        3.398077          3.402158   3.234254
343  1700.0      3   150000.0  199999.0        1  1097180        2.610254          2.607894   2.345747
344  1700.0      4   200000.0  249999.0        1  1108591        2.683288          2.683129   2.822182
345  1700.0      5   250000.0  299999.0        2  1096043        3.036042          3.035474   2.759565
346  1700.0      6   300000.0  349999.0        2  1121349        2.247163          2.239165   2.791759
